"SAV ID","SAV Name","Best Site Sales Level 2 Name","Coverage","Contract Number","Covered Line Status","Contract Type","Contract Line End Quarter","Contract Line End Fiscal Year","Instance Shipped Fiscal Year","Service Brand Code","Offer Type Name","Asset Type","LDoS","LDoS Fiscal Quarter","LDoS FY","Business Entity Name","Sub Business Entity Name","Product Family","Product ID","Product Type","SWSS Flag","Default Service List Price USD","Item Quantity","Annual Extended Contract Line List USD Amount","Annual Contract Line Net USD Amount","Annualized Extended Contract Line List USD Amount","Annualized Contract Line Net USD Amount","Contract Line List Price USD","Contract Line Net Price USD","Asset List Amount"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECMU","20194","2019","2018","CISCO BRANDED","","Perpetual Software","2021/02/28 00:00:00","Q3 FY2021","2021","Collaboration","TP Multiparty Conferencing","CTSPMP","SW-CDTR-4.X-PMP-K9","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-VMCNDTR-PMP-PK","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4400ISR","POE-COVER-4450","ASSEMBLY","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","SNT","20211","2021","2020","CISCO BRANDED","","Hardware","3500/01/01 00:00:00","","","Collaboration","UC Endpoints","PHONVOC","CP-BEKEM=","PHONE","N","12","1","11.5","7.475","11.5","7.475","11.5","7.475","490"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9300","PWR-C1-350WAC-P/2","POWER","N","","2","0","0","0","0","0","0","1530.1"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-E","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-SERIES","APPSWIND","Y","","4","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Software-Other","3500/01/01 00:00:00","","","Collaboration","TP Endpoints","CTSMPS","LIC-MX700-MS","FEATURE","N","","1","0","0","0","0","0","0","4490"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","ISR","Perpetual Software","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","SL-4330-UC-K9","BASE","N","","1","0","0","0","0","0","0",""
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Software-Other","3500/01/01 00:00:00","","","Collaboration","TP Endpoints","CTSMPS","LIC-MX700-D-D","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Perpetual Software","2026/02/28 00:00:00","Q3 FY2026","2026","Enterprise Switching","Ent. Switching - Access","C9300","S9300UK9-1612","BASE","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-PCIE-ID10GF","MULTIPROD","N","","1","0","0","0","0","0","0","2204.52"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-PCIE-IQ10GF","MULTIPROD","N","","1","0","0","0","0","0","0","2530.55"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-PSU1-770W","MULTIPROD","N","","2","0","0","0","0","0","0","1645.44"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","Optics - DC Allocation","QSFP40G","QSFP-40G-SR-BD","DEVICES","N","96","4","0","0","0","0","0","0","5155.28"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","NX9K","N9500","N9K-C9500-ACK","BOARD","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Core","C4500X","CAB-CEE77-C15-EU","ASSEMBLY","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Perpetual Software","2023/07/31 00:00:00","Q1 FY2024","2024","Enterprise Switching","Ent. Switching - Access","C3850","S3850UK9-163","BASE","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2018","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C2960C","PWR-CLP","ACCESSORY","N","","3","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","2027/04/30 00:00:00","Q3 FY2027","2027","Enterprise Switching","Ent. Switching - Core","3KAGG","PWR-C3-750WAC-R","SWITCH","N","","1","0","0","0","0","0","0","1765.5"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2018","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","SAN","MDS9000","CAB-9K10A-EU","DEVICES","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-TURN","APPSWIND","Y","","6","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CTS-MX700-D-WMK","ACCESSORY","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CNDTR-PMP-CL","APPSWIND","Y","","4","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","2024/12/31 00:00:00","Q2 FY2025","2025","Collaboration","UC Infrastructure Applications","EXPY","SW-EXP-12.X-K9","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","","Q9 FY1900","1900","Collaboration","TP Endpoints","CTSMPS","CAB-DV10-12.5M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C3850","PWR-C3-BLANK","ASSEMBLY","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2017","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","NX9K","N9500","N9K-PAC-3000W-B","POWER","N","","2","0","0","0","0","0","0","7126.2"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2022","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","NX9K","N9500","N9K-PAC-3000W-B","POWER","N","","2","0","0","0","0","0","0","7126.2"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SNTP","20221","2022","2020","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Cloud Networking","SAN","MDS9000","CAB-9K10A-EU","DEVICES","N","","4","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SNTP","20221","2022","2020","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","3900ISR","CAB-CONSOLE-RJ45","CABLE","N","","2","0","0","0","0","0","0","235.42"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Perpetual Software","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9300","C9300-NW-A-48","FEATURE","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2023/04/30 00:00:00","Q4 FY2023","2023","Collaboration","UC Infrastructure Applications","EXPY","SW-EXP-8.X-K9","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CNDR-PMP-C2400","APPSWIND","Y","","4","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","PWR-CAB-INT-0.6M","POWER","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCL","CUCM-VERS-11.5","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2024/02/29 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UWLO","UWL-11X-MTG","APPSWIND","Y","194","43","5340.6","3097.72","","3106.23021978022","","3097.72","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","SNTP","20224","2022","2018","CISCO BRANDED","Others","Hardware","2027/10/31 00:00:00","Q2 FY2028","2028","Enterprise Switching","Ent. Switching - Access","C2960X","WS-C2960X-24PS-L","SWITCH","N","633","3","1166.1","668.436639230181","1169.30357142857","670.273003623671","1166.1","668.436639230181","14989.11"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","ISR4331-VSEC/K9","ROUTER","N","3455","5","4571.25","2971.3","4583.80837912088","2979.46291208791","4571.25","2971.3","45314.5"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","PNABU - CISE","Perpetual Software","","Q9 FY1900","1900","Security","ISE","CISE","SW-36X5-ISE-K9","APPSWIND","N","","5","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-TURN","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-DSK","APPSWIND","Y","","200","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","PWR-4330-AC","POWER","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","","","N/A","19009","1900","2021","N/A","","Hardware","","Q9 FY1900","1900","Collaboration","UC Endpoints","PHONVOC","CP-8841-K9=","PHONE","N","34","2","","","","","","","1190"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CTS-MX700-MON-SCV-","ASSEMBLY","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCMGR","R-UCL-UCM-LIC-K9","APPSWIND","Y","0","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CNDTR-PMP-B30","APPSWIND","Y","","4","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCL","LIC-UC-ENC","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CAB-2DC-BRL-0.6M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","MEM-43-4G","MEMORY","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CAB-USB-A-B-1.15M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UWLU","UCXN-11X-SC-PORTS","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","EXPWY-VE-C-K9","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","ISR4331-VSEC/K9","ROUTER","N","691","1","807.3","524.75","809.517857142857","526.191620879121","807.3","524.75","9062.9"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","Others","Perpetual Software","2026/10/31 00:00:00","Q2 FY2027","2027","Collaboration","UC Endpoints","SFTCLNT","JABBER-DSK-K9-RTU","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2026/10/31 00:00:00","Q2 FY2027","2027","Collaboration","UC Infrastructure Applications","UWLU","JAB-SDK-K9-RTU","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/12/31 00:00:00","Q2 FY2025","2025","Collaboration","TP Endpoints","CTSINT","CTS-MIC-TABL60+","ACCESSORY","N","","2","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","Others","Perpetual Software","2022/09/30 00:00:00","Q1 FY2023","2023","Collaboration","UC Endpoints","SFTCLNT","IPC8-CLIENT-UWL","APPSWIND","Y","","5","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2025/06/30 00:00:00","Q4 FY2025","2025","Collaboration","TP Endpoints","CTSMPS","CTS-CTRL-DVX-10+","DEVICES","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-TMS-EX25-PMP","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CAB-ETHRJ45-0.7M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCL","LIC-CUCM-11X-ENH","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","202714501","EXPIRED","ECMU","20211","2021","2020","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","EXPWY-VE-C-K9","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-SMP+EP","APPSWIND","N","2592","1","0","0","0","0","0","0","9416"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-CMS-SMP","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507143","EXPIRED","SNT","20194","2019","2018","CISCO BRANDED","Cisco One - Transactional - Perpetual","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","UC Infrastructure Applications","ICVSW","FL-CUBEE-5","APPSWIND","N","","2","0","0","0","0","0","0","1500"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Software-Other","","Q9 FY1900","1900","Collaboration","TP Endpoints","CTSINT","SW-S52020-CE9-K9","FEATURE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-EXPE-PMP-PAK","APPSWIND","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","ICV","PVDM4-64","BOARD","N","","2","0","0","0","0","0","0","8003.6"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SNT","20223","2022","2021","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Access","C9300","CAB-SPWR-30CM","CABLE","N","","2","0","0","0","0","0","0","223.64"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-SD-64G-S","MULTIPROD","N","","1","0","0","0","0","0","0","428.43"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","SSSNT","20223","2022","2021","CISCO BRANDED","DNA Center","Hardware","","Q9 FY1900","1900","Enterprise Switching","Ent. Switching - Connected Platforms","DNAHW","DN2-MSTOR-SD","MULTIPROD","N","","1","0","0","0","0","0","0","123.59"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","203553659","EXPIRED","SSSNT","20221","2022","2020","CISCO BRANDED","Others","Hardware","","Q9 FY1900","1900","Enterprise Routing","Ent. Access Routing","4300ISR","PWR-4330-AC","POWER","N","","5","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UCL","LIC-CUCM-11X-ENH-A","APPSWIND","Y","31","200","8510","5362","","5376.73076923077","","5362","49434"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CAB-2HDMILK-0.95M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2022/09/30 00:00:00","Q1 FY2023","2023","Collaboration","UC Infrastructure Applications","UWLU","CIPC-UWL-RTU","APPSWIND","Y","","1","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-E","APPSWIND","Y","","6","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CTS-MX700-MON-R-D-","DEVICES","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-SERIES","APPSWIND","Y","","12","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","EXPWY-VE-E-K9","APPSWIND","Y","","6","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204026186","ACTIVE","ECMU","20223","2022","2021","CISCO BRANDED","","Perpetual Software","","Q9 FY1900","1900","Collaboration","UC Infrastructure Applications","EXPY","LIC-EXP-AN","APPSWIND","Y","","2","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","NOT COVERED","201507144","EXPIRED","ECDN","20194","2019","2018","CISCO BRANDED","","Hardware","2024/03/31 00:00:00","Q3 FY2024","2024","Collaboration","TP Endpoints","CTSMPS","CAB-MIC-RJ.5-1.0M-","CABLE","N","","1","0","0","0","0","0","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UWLI","SME-11-UWL","APPSWIND","Y","","9","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","3500/01/01 00:00:00","","","Collaboration","TP Multiparty Conferencing","CTSPMP","LIC-TP-PMP-USER","APPSWIND","Y","","43","0","0","","0","","0","0"
"253930249","Suez Canal Bank-SCB","EMEAR_MEA","COVERED","204211419","ACTIVE","ECMU","20224","2022","2018","CISCO BRANDED","","Perpetual Software","2024/01/31 00:00:00","Q3 FY2024","2024","Collaboration","UC Infrastructure Applications","UWLU","UWL-11X-PAK","APPSWIND","Y","","1","0","0","","0","","0","0"
